"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.338174875E0,1.590742035E1,-1.928110474E1,5.411396942E0,2.557518795E1
3.348221875E0,1.343201797E1,-1.911075897E1,5.018164673E0,2.389188549E1
3.358268875E0,1.112666199E1,-1.894610138E1,4.750820618E0,2.247949423E1
3.368315875E0,8.725355530E0,-1.858924347E1,4.395758972E0,2.100034521E1
3.378362875E0,5.809568939E0,-1.843147156E1,3.342998199E0,1.961239078E1
3.388409875E0,1.810784454E0,-1.849134705E1,2.609373779E0,1.876213441E1
3.398456875E0,-3.278182983E0,-1.887769363E1,2.975362701E0,1.938985776E1
3.408503875E0,-8.355175323E0,-1.981743942E1,3.622467041E0,2.180967967E1
3.418550875E0,-1.260453873E1,-2.089923981E1,3.929029541E0,2.472023249E1
3.428596875E0,-1.567345688E1,-2.194855774E1,4.337230682E0,2.731680815E1
3.438643875E0,-1.799033890E1,-2.325159805E1,4.794829102E0,2.978723706E1
3.448690875E0,-1.974005035E1,-2.377176636E1,5.820196838E0,3.144266457E1
3.458737875E0,-2.214210526E1,-2.247171982E1,7.704478455E0,3.247475951E1
3.468784875E0,-2.397564240E1,-2.166863983E1,8.377928009E0,3.338489266E1
3.478831875E0,-2.640883255E1,-2.181817886E1,7.907306671E0,3.515657640E1
3.488878875E0,-2.836421631E1,-2.241498779E1,6.992858276E0,3.682201124E1
3.498925875E0,-2.790003159E1,-2.384092255E1,5.893993378E0,3.716908000E1
3.508972875E0,-2.536954376E1,-2.503394165E1,4.947361908E0,3.598316794E1
3.519019875E0,-2.015543655E1,-2.619866959E1,2.952909393E0,3.318631623E1
3.529065875E0,-1.311842010E1,-2.701926315E1,4.414320374E-1,3.003878143E1
3.539112875E0,-5.664370880E0,-2.743973877E1,-1.784888306E0,2.807508125E1
3.549159875E0,1.435514832E0,-2.774660065E1,-3.605402527E0,2.801666429E1
3.559206875E0,7.275769958E0,-2.774196030E1,-4.248465271E0,2.899314827E1
3.569253875E0,1.211296097E1,-2.716805374E1,-3.622317352E0,2.996578300E1
3.579300875E0,1.625873978E1,-2.654564804E1,-1.761387177E0,3.117884754E1
3.589347875E0,1.911450119E1,-2.598955444E1,6.809339905E-1,3.226894431E1
3.599394875E0,2.112586853E1,-2.567999817E1,3.024310913E0,3.339028427E1
3.609441875E0,2.258413605E1,-2.508199173E1,6.298901367E0,3.433403076E1
3.619488875E0,2.402982971E1,-2.389301422E1,9.575288086E0,3.521356254E1
3.629535875E0,2.593087646E1,-2.215437973E1,1.031265472E1,3.563113446E1
3.639581875E0,2.795077606E1,-1.940399918E1,9.424701233E0,3.530702564E1
3.649628875E0,2.919483902E1,-1.627939682E1,9.082063751E0,3.463872498E1
3.659675875E0,3.041540085E1,-1.396999924E1,9.093889160E0,3.468366053E1
3.669722875E0,3.011991531E1,-1.196551758E1,1.064301773E1,3.411241322E1
3.679769875E0,2.807995743E1,-9.691745911E0,1.317754715E1,3.249710290E1
3.689816875E0,2.719110580E1,-8.073012085E0,1.422252411E1,3.173026869E1
3.699863875E0,2.797038528E1,-5.854026489E0,1.536554718E1,3.244552541E1
3.709910875E0,2.969270370E1,-2.577041016E0,1.723785370E1,3.443023953E1
3.719957875E0,3.077555191E1,7.458988953E-1,1.872231674E1,3.603076609E1
3.730004875E0,3.084590561E1,3.800147552E0,2.010454239E1,3.701491104E1
3.740051875E0,2.966201752E1,6.387068024E0,2.043266006E1,3.658037067E1
3.750097875E0,2.763867508E1,8.957822113E0,1.981444565E1,3.516747352E1
3.760144875E0,2.667917038E1,1.134236343E1,1.941687241E1,3.489186545E1
3.770191875E0,2.745934799E1,1.276395721E1,1.873234589E1,3.560667323E1
3.780238875E0,2.962833755E1,1.271441025E1,1.961012054E1,3.773660613E1
3.790285875E0,3.339106293E1,1.095242432E1,2.334081253E1,4.218663546E1
3.800332875E0,3.640279999E1,7.911348267E0,2.668755295E1,4.582552521E1
3.810379875E0,3.776182388E1,4.838089142E0,2.834700211E1,4.746488152E1
3.820426875E0,3.995311707E1,3.204536133E0,3.019296341E1,5.018102883E1
3.830473875E0,4.404994766E1,2.584675140E0,3.275368835E1,5.495345790E1
3.840520875E0,4.659690125E1,2.359094238E0,3.346545822E1,5.741753587E1
3.850566875E0,4.566254425E1,2.518961792E0,3.201482483E1,5.582438647E1
3.860613875E0,4.230637344E1,2.831362152E0,2.922372894E1,5.149633170E1
3.870660875E0,3.762620590E1,3.159928894E0,2.571487564E1,4.568338156E1
3.880707875E0,3.312596420E1,3.261417847E0,2.086062012E1,3.928271659E1
3.890754875E0,2.979628830E1,3.194956055E0,1.579979416E1,3.387713146E1
3.900801875E0,2.780183578E1,3.092269592E0,1.198916840E1,3.043426298E1
3.910848875E0,2.648876633E1,2.609673157E0,9.715396729E0,2.833467962E1
3.920895875E0,2.525099030E1,1.490300903E0,8.578810272E0,2.671010096E1
3.930942875E0,2.428789307E1,-1.501377869E-1,8.075856171E0,2.559577590E1
3.940989875E0,2.336745712E1,-2.161205750E0,8.472830658E0,2.494990425E1
3.951036875E0,2.265643570E1,-4.559219055E0,8.880133667E0,2.475797510E1
3.961082875E0,2.222368561E1,-7.165299683E0,8.213270416E0,2.475260658E1
3.971129875E0,2.264505936E1,-9.058562622E0,6.497837677E0,2.524040738E1
3.981176875E0,2.342942825E1,-1.028675858E1,5.001100159E0,2.607233233E1
3.991223875E0,2.380350037E1,-1.169517975E1,4.768334198E0,2.694663003E1
4.001270875E0,2.449790634E1,-1.318338501E1,5.256319427E0,2.831215197E1
4.011317875E0,2.571771973E1,-1.483160751E1,6.841223602E0,3.046604716E1
4.021364875E0,2.570589432E1,-1.717887634E1,9.111402740E0,3.223235106E1
4.031411875E0,2.407279037E1,-1.947315536E1,1.041579025E1,3.266790019E1
4.041458875E0,2.213596802E1,-2.156894714E1,1.049886749E1,3.264118226E1
4.051505875E0,2.013103729E1,-2.299009186E1,9.582024078E0,3.202527395E1
4.061551875E0,1.792507462E1,-2.321567276E1,7.758216705E0,3.033917745E1
4.071598875E0,1.626802048E1,-2.294548462E1,5.508095856E0,2.866152255E1
4.081645875E0,1.441098221E1,-2.276106812E1,3.613785095E0,2.718091376E1
4.091692875E0,1.112396759E1,-2.261796570E1,2.118245087E0,2.529430745E1
4.101739875E0,5.799839172E0,-2.289743454E1,6.173162842E-1,2.362862083E1
4.111786875E0,-5.840853882E-1,-2.318543564E1,-8.602610779E-1,2.320874039E1
4.121833875E0,-7.640860748E0,-2.341266312E1,-2.234253845E0,2.472908080E1
4.131880875E0,-1.400607422E1,-2.303889038E1,-3.284020844E0,2.716146863E1
4.141927875E0,-1.810095886E1,-2.249776566E1,-3.820804596E0,2.912718179E1
4.151974875E0,-2.118005585E1,-2.135159912E1,-3.254831543E0,3.025028064E1
4.162020875E0,-2.468561600E1,-1.972253677E1,-1.398092651E0,3.162772134E1
4.172067875E0,-2.685610245E1,-1.915312088E1,1.636097717E0,3.302679358E1
4.182114875E0,-2.912852692E1,-1.973286530E1,4.510420532E0,3.547112835E1
4.192161958E0,-3.139496384E1,-2.108590164E1,6.048172760E0,3.829933937E1
4.202208958E0,-3.131443130E1,-2.285103104E1,7.224426727E0,3.943292493E1
4.212255958E0,-2.902239761E1,-2.397743866E1,8.253686371E0,3.854011503E1
4.222302958E0,-2.421499466E1,-2.531805084E1,7.522307281E0,3.583231463E1
4.232349958E0,-1.766416718E1,-2.653187668E1,4.729864197E0,3.222320433E1
4.242396958E0,-9.810149689E0,-2.743135620E1,1.408870239E0,2.916681771E1
4.252443958E0,-8.569679260E-1,-2.748000504E1,-1.188678131E0,2.751904843E1
4.262489958E0,7.769443359E0,-2.619118515E1,-2.367626495E0,2.742167181E1
4.272536958E0,1.482127899E1,-2.412997147E1,-1.634002075E0,2.836539788E1
4.282583958E0,1.971355545E1,-2.184542221E1,2.980302429E-1,2.942678307E1
4.292630958E0,2.226410156E1,-2.027204407E1,2.326312408E0,3.020029335E1
4.302677958E0,2.207863724E1,-1.913381104E1,4.349056091E0,2.953782720E1
4.312724958E0,2.166953796E1,-1.857577148E1,6.106401672E0,2.918760530E1
4.322771958E0,2.236948242E1,-1.788780212E1,7.890242157E0,2.970897390E1
4.332818958E0,2.340203522E1,-1.667966446E1,9.163494415E0,3.016348933E1
4.342865958E0,2.417966812E1,-1.510957947E1,9.887688446E0,3.017817299E1
4.352912958E0,2.480671417E1,-1.340776840E1,1.138502472E1,3.040986862E1
4.362958958E0,2.605302246E1,-1.128233826E1,1.283640656E1,3.115805625E1
4.373005958E0,2.773791870E1,-8.301736450E0,1.353021378E1,3.195899946E1
4.383052958E0,2.938150085E1,-4.521048431E0,1.439825867E1,3.303062706E1
4.393099958E0,3.050222031E1,-5.412744141E-1,1.468461319E1,3.385729295E1
4.403146958E0,3.060610428E1,3.081791382E0,1.433748505E1,3.393809857E1
4.413193958E0,2.979000137E1,5.740412750E0,1.434676575E1,3.355929391E1
4.423240958E0,2.832933884E1,7.696245575E0,1.440065369E1,3.269804981E1
4.433287958E0,2.574930405E1,9.585017853E0,1.350461700E1,3.061492947E1
4.443334958E0,2.264431091E1,1.063418610E1,1.080213684E1,2.724953011E1
4.453381958E0,1.997042130E1,1.144834305E1,7.522157593E0,2.421704235E1
4.463427958E0,1.823627747E1,1.282218613E1,5.431006165E0,2.294484911E1
4.473474958E0,1.778302002E1,1.443418396E1,5.669609985E0,2.359504069E1
4.483521958E0,2.025138702E1,1.519175858E1,9.099128265E0,2.690171631E1
4.493568958E0,2.634701111E1,1.377016479E1,1.538066574E1,3.347158962E1
4.503615958E0,3.205075012E1,1.141451340E1,2.250554947E1,4.079266425E1
4.513662958E0,3.612138519E1,9.226064301E0,2.801095093E1,4.663140683E1
4.523709958E0,3.982198975E1,7.961344299E0,3.058799194E1,5.084091975E1
4.533756958E0,4.313026016E1,8.007747803E0,3.184657471E1,5.420837285E1
4.543803958E0,4.499852509E1,7.485184479E0,3.206077927E1,5.575651364E1
4.553850958E0,4.306604370E1,6.429729309E0,3.030508026E1,5.305113975E1
4.563896958E0,3.798306381E1,5.310207367E0,2.716790405E1,4.700006861E1
4.573943958E0,3.280473221E1,4.685706024E0,2.335757767E1,4.054235724E1
4.583990958E0,2.865236710E1,4.683760071E0,1.887604706E1,3.462948023E1
4.594037958E0,2.548405563E1,4.797972565E0,1.375789032E1,2.935536030E1
4.604084958E0,2.278067734E1,4.637057190E0,9.383985901E0,2.507031613E1
4.614131958E0,2.075958023E1,4.355492706E0,6.833290100E0,2.228506993E1
4.624178958E0,1.960263611E1,4.120331726E0,5.814957733E0,2.085795314E1
4.634225958E0,1.910267578E1,3.559897156E0,5.930517426E0,2.031640044E1
4.644272958E0,1.849374207E1,2.254461823E0,6.599476318E0,1.976497360E1
4.654319958E0,1.809272598E1,5.333409119E-1,7.184310150E0,1.947422651E1
4.664365958E0,1.800845123E1,-1.059197388E0,7.325915680E0,1.947036865E1
4.674412958E0,1.831740875E1,-2.466720428E0,7.447313232E0,1.992673198E1
4.684459958E0,1.852158417E1,-4.115242310E0,7.350764008E0,2.034743303E1
4.694506958E0,1.885284531E1,-5.495222626E0,7.151079254E0,2.089892778E1
4.704553958E0,1.990800110E1,-6.888824615E0,7.118896179E0,2.223652615E1
4.714600958E0,2.041335022E1,-8.911568298E0,6.871311035E0,2.330956525E1
4.724647958E0,1.954695190E1,-1.109462860E1,6.436315613E0,2.337948398E1
4.734694958E0,1.788211395E1,-1.292247757E1,5.748046875E0,2.279913307E1
4.744741958E0,1.586445969E1,-1.440379715E1,5.242398376E0,2.205976415E1
4.754788958E0,1.386027740E1,-1.551733154E1,5.176834717E0,2.144048707E1
4.764834958E0,1.207404190E1,-1.582209778E1,4.912484436E0,2.050009193E1
4.774881958E0,1.064720901E1,-1.574620560E1,4.353097687E0,1.950014128E1
4.784928958E0,9.661658478E0,-1.554517365E1,3.570824432E0,1.864807913E1
4.794975958E0,8.345295868E0,-1.550266205E1,2.938838654E0,1.784974135E1
4.805022958E0,5.747597809E0,-1.550730240E1,2.136058044E0,1.667555253E1
4.815069958E0,1.680704956E0,-1.554831711E1,9.125024414E-1,1.566549057E1
4.825116958E0,-3.200943604E0,-1.541269913E1,-1.648072815E-1,1.574244250E1
4.835163958E0,-7.842491455E0,-1.509446091E1,-4.267625427E-1,1.701556783E1
4.845210958E0,-1.142244690E1,-1.466919525E1,-4.041595459E-1,1.859626111E1
4.855257958E0,-1.410621597E1,-1.435080734E1,-8.128097534E-1,2.013930635E1
4.865303958E0,-1.707738739E1,-1.412597488E1,-2.051932983E0,2.225737530E1
4.875350958E0,-2.115730316E1,-1.338995544E1,-2.793939972E0,2.519381838E1
4.885397958E0,-2.494188309E1,-1.317560120E1,-2.811752930E0,2.834783860E1
4.895444958E0,-2.791365326E1,-1.397269363E1,-2.244432678E0,3.129609694E1
4.905491958E0,-2.907374084E1,-1.549772232E1,-2.022444305E0,3.300836386E1
4.915538958E0,-2.841810425E1,-1.640947632E1,-1.037941589E0,3.283194915E1
4.925585958E0,-2.499876480E1,-1.692769867E1,3.378474426E-1,3.019270383E1
4.935632958E0,-1.936612793E1,-1.757420425E1,8.776249695E-1,2.616619559E1
4.945679958E0,-1.302246964E1,-1.789962753E1,6.137237549E-1,2.214402940E1
4.955725958E0,-6.503675537E0,-1.793645096E1,-2.210902405E-1,1.908043368E1
4.965772958E0,-2.541714478E-1,-1.782119064E1,-1.115630035E0,1.785788536E1
4.975819958E0,5.141508179E0,-1.749427048E1,-1.552122345E0,1.830010081E1
4.985866958E0,9.528435516E0,-1.694446381E1,-1.060095520E0,1.946868613E1
4.995913958E0,1.241907440E1,-1.648955978E1,8.831634521E-2,2.064332315E1
5.005960958E0,1.376268036E1,-1.633642822E1,2.217788086E0,2.147577337E1
5.016007958E0,1.442894485E1,-1.604468491E1,4.348607025E0,2.201219540E1
5.026054958E0,1.459120743E1,-1.547571808E1,5.348527679E0,2.193189305E1
5.036101958E0,1.482846405E1,-1.447879120E1,5.126389618E0,2.134944054E1
5.046148958E0,1.551897812E1,-1.300929703E1,4.737049255E0,2.079711823E1
5.056194958E0,1.752061569E1,-1.078686859E1,4.437222748E0,2.104797981E1
5.066241958E0,2.014555710E1,-7.716303864E0,4.426145782E0,2.202216117E1
5.076288958E0,2.172641968E1,-4.833598480E0,5.975124664E0,2.304567424E1
5.086335958E0,2.277573761E1,-2.128723297E0,8.270601196E0,2.432423752E1
5.096382958E0,2.376024033E1,9.972262573E-1,9.822274475E0,2.572976013E1
5.106429958E0,2.388552979E1,3.930376740E0,1.096080688E1,2.657264913E1
5.116476958E0,2.384047348E1,5.974675598E0,1.217792587E1,2.742930555E1
5.126523958E0,2.405048676E1,7.532635803E0,1.427611267E1,2.896504632E1
5.136570958E0,2.347268829E1,8.963360596E0,1.622461075E1,2.990897729E1
5.146617958E0,2.188000031E1,9.801168365E0,1.693593155E1,2.935341704E1
5.156663958E0,1.975307327E1,1.055455170E1,1.623718460E1,2.766276611E1
5.166710958E0,1.737451950E1,1.172811127E1,1.463431778E1,2.556532375E1
5.176757958E0,1.603300919E1,1.326601318E1,1.233674561E1,2.419172961E1
5.186804958E0,1.634466110E1,1.489687180E1,9.981393585E0,2.426299556E1
5.196851958E0,1.934187836E1,1.549038757E1,9.980495453E0,2.671461501E1
5.206898958E0,2.471869720E1,1.313099396E1,1.411609543E1,3.134806444E1
5.216945958E0,2.843891098E1,9.996362457E0,1.986638763E1,3.610224754E1
5.226992958E0,3.126862656E1,8.328231354E0,2.595422791E1,4.148142223E1
5.237039958E0,3.519391388E1,8.242459717E0,3.153222839E1,4.796697972E1
5.247086958E0,3.986944107E1,9.533075867E0,3.419534042E1,5.338326679E1
5.257132958E0,4.331692200E1,1.029603928E1,3.445759506E1,5.630000012E1
5.267179958E0,4.246728882E1,1.005668701E1,3.296430038E1,5.469234565E1
5.277226958E0,3.805102249E1,1.010219238E1,2.958777191E1,4.924805428E1
5.287273958E0,3.369059006E1,1.013407608E1,2.500879395E1,4.316474407E1
5.297320958E0,3.004013123E1,9.934690704E0,1.978465759E1,3.731675548E1
5.307367958E0,2.640883255E1,9.487420807E0,1.472248444E1,3.168894347E1
5.317414958E0,2.340757370E1,8.696764984E0,1.074720108E1,2.718548434E1
5.327461958E0,2.152493866E1,7.862400055E0,8.560997314E0,2.446284926E1
5.337508958E0,2.078936829E1,7.110663300E0,8.209378510E0,2.345534612E1
5.347555958E0,2.096525253E1,5.957162018E0,8.528065796E0,2.340421969E1
5.357601958E0,2.193867828E1,4.493655396E0,8.553213501E0,2.397198375E1
5.367648958E0,2.288516006E1,2.743345184E0,8.398135986E0,2.453131024E1
5.377695958E0,2.318917786E1,5.260061646E-1,8.242310028E0,2.461605831E1
5.387742958E0,2.309951431E1,-2.172731781E0,7.722291412E0,2.445285483E1
5.397789958E0,2.292916855E1,-4.860841827E0,6.883435822E0,2.442859477E1
5.407836958E0,2.284459442E1,-7.372319183E0,6.239025879E0,2.480225853E1
5.417883958E0,2.283291870E1,-9.884994049E0,6.476432190E0,2.570990972E1
5.427930958E0,2.265089722E1,-1.235066666E1,7.205565948E0,2.678660658E1
5.437977958E0,2.196113159E1,-1.456935287E1,7.655230865E0,2.744375892E1
5.448024958E0,2.028162415E1,-1.621682693E1,7.932304688E0,2.715237027E1
5.458070958E0,1.813164505E1,-1.723515930E1,8.168812866E0,2.631609340E1
5.468117958E0,1.593660965E1,-1.780053360E1,8.247848511E0,2.527571025E1
5.478164958E0,1.355895401E1,-1.796099991E1,7.569758606E0,2.374329372E1
5.488211958E0,1.110420868E1,-1.771850418E1,6.547833710E0,2.191170845E1
5.498258958E0,8.808732147E0,-1.725446915E1,5.320535889E0,2.009026057E1
5.508305958E0,6.597081299E0,-1.649659515E1,4.015699310E0,1.821496567E1
5.518352958E0,3.991599426E0,-1.634421204E1,2.570005646E0,1.701972568E1
5.528399958E0,3.204835510E-1,-1.639630371E1,7.809260559E-1,1.641801847E1
5.538446958E0,-4.295168152E0,-1.606279724E1,-1.401834869E0,1.668613393E1
5.548493958E0,-9.517657928E0,-1.573917023E1,-3.887865143E0,1.879954221E1
5.558539958E0,-1.445678696E1,-1.474388992E1,-5.566025391E0,2.138601454E1
5.568586958E0,-1.850616623E1,-1.338396790E1,-6.075266418E0,2.363297796E1
5.578633958E0,-2.141132492E1,-1.299687286E1,-6.010900269E0,2.575838623E1
5.588680958E0,-2.366309235E1,-1.319491104E1,-5.420977020E0,2.763032046E1
5.598727958E0,-2.489817398E1,-1.372436005E1,-4.334985352E0,2.875881125E1
5.608774958E0,-2.437366470E1,-1.426024567E1,-2.355052643E0,2.833683840E1
5.618821958E0,-2.151371201E1,-1.473655518E1,-2.043251038E-1,2.607772251E1
5.628868958E0,-1.826247299E1,-1.505823624E1,1.697470093E0,2.373077755E1
5.638915958E0,-1.447340240E1,-1.536180496E1,2.758763123E0,2.128556325E1
5.648961958E0,-1.019005966E1,-1.557780579E1,3.075354767E0,1.886698587E1
5.659008958E0,-5.294939117E0,-1.517529282E1,2.852468262E0,1.632367812E1
5.669055958E0,-6.828799438E-1,-1.461964828E1,2.449356537E0,1.483913031E1
5.679102958E0,2.991529083E0,-1.423180481E1,2.410437469E0,1.474122529E1
5.689149958E0,5.438191223E0,-1.402164185E1,2.444267120E0,1.523662711E1
5.699196958E0,6.920858002E0,-1.376417725E1,2.379751282E0,1.558890846E1
5.709243958E0,7.957302704E0,-1.345372284E1,2.020049286E0,1.576077167E1
5.719290958E0,9.291777649E0,-1.252849686E1,1.225501556E0,1.564615670E1
5.729337958E0,1.160551620E1,-1.092622879E1,-7.409591675E-2,1.593976073E1
5.739384958E0,1.317305649E1,-9.470056915E0,-1.379830627E0,1.628236248E1
5.749430958E0,1.351195175E1,-7.942932587E0,-1.733844452E0,1.576924966E1
5.759477958E0,1.348006805E1,-5.969286804E0,-1.006806335E0,1.477695093E1
5.769524958E0,1.400981644E1,-3.998036041E0,3.144960022E-1,1.457251373E1
5.779571958E0,1.490061401E1,-1.851799164E0,1.723066864E0,1.511378237E1
5.789618958E0,1.607611954E1,5.989045715E-1,3.091221771E0,1.638157374E1
5.799665958E0,1.875988861E1,3.424279175E0,5.035678253E0,1.972351804E1
5.809712958E0,2.171549240E1,6.539451141E0,8.249046021E0,2.413242200E1
5.819759958E0,2.370066422E1,9.375453644E0,1.184905975E1,2.810730923E1
5.829806958E0,2.396606232E1,1.127515320E1,1.411878983E1,3.001402087E1
5.839853958E0,2.194511490E1,1.149295029E1,1.516676056E1,2.904662803E1
5.849899958E0,1.844853607E1,1.087967560E1,1.557585983E1,2.648250807E1
5.859946958E0,1.490705063E1,1.013736923E1,1.415950516E1,2.292330691E1
5.869993958E0,1.281395325E1,9.435029755E0,1.082069824E1,1.924330259E1
5.880040958E0,1.163096329E1,9.248667297E0,7.010371857E0,1.643053460E1
5.890087958E0,1.121512802E1,9.387877808E0,5.131928101E0,1.549993653E1
5.900134958E0,1.358694580E1,9.377549286E0,9.128616943E0,1.886465409E1
5.910181958E0,1.887170609E1,7.930658112E0,1.632804565E1,2.618476090E1
5.920228958E0,2.396396667E1,6.354735260E0,2.243714172E1,3.343769860E1
5.930275958E0,2.818773331E1,6.550079041E0,2.671764038E1,3.938634474E1
5.940322958E0,3.240236893E1,8.681945801E0,2.801813599E1,4.370704336E1
5.950368958E0,3.642375641E1,1.072804092E1,2.680131638E1,4.647678402E1
5.960415958E0,3.779969513E1,1.104612946E1,2.471899658E1,4.649583551E1
5.970462958E0,3.587589569E1,1.086335953E1,2.494727188E1,4.502731222E1
5.980509958E0,3.199132370E1,1.085048630E1,2.633129379E1,4.283123717E1
5.990556958E0,2.822665237E1,1.130359406E1,2.649250854E1,4.032825501E1
6.000603958E0,2.539109894E1,1.197599579E1,2.524754745E1,3.775673493E1
6.010650958E0,2.292123505E1,1.217238739E1,2.224554016E1,3.418207261E1
6.020697958E0,2.006996429E1,1.180190781E1,1.811772400E1,2.950153246E1
6.030744958E0,1.711930023E1,1.113220047E1,1.378872620E1,2.463991270E1
6.040791958E0,1.481693802E1,1.012344818E1,9.898016968E0,2.049381846E1
6.050837958E0,1.327963486E1,9.165290680E0,6.734196167E0,1.748429733E1
6.060884958E0,1.270947052E1,8.610843658E0,4.538562012E0,1.600861688E1
6.070931958E0,1.306992096E1,8.093369751E0,3.389551392E0,1.574212586E1
6.080978958E0,1.402089340E1,7.475454712E0,3.520529022E0,1.627458139E1
6.091025958E0,1.528067368E1,6.580914917E0,4.571942596E0,1.725427739E1
6.101072958E0,1.712349152E1,5.319488068E0,5.964197388E0,1.889662842E1
6.111119958E0,1.899460052E1,3.522924042E0,6.966962128E0,2.053641654E1
6.121166958E0,2.027518753E1,1.473236389E0,7.111262054E0,2.153656665E1
6.131213958E0,2.105820923E1,-7.679031372E-1,7.302264862E0,2.230159015E1
6.141259958E0,2.165397034E1,-3.124153290E0,7.530540161E0,2.313792990E1
6.151306958E0,2.235630981E1,-4.830455017E0,8.805289307E0,2.450859041E1
6.161353958E0,2.330818039E1,-6.422244873E0,1.098266144E1,2.655438485E1
6.171400958E0,2.426918198E1,-8.165220337E0,1.293639862E1,2.868822801E1
6.181447958E0,2.431992645E1,-1.006057892E1,1.424707306E1,2.992746500E1
6.191494958E0,2.318663315E1,-1.223435852E1,1.411819107E1,2.977621205E1
6.201541958E0,2.116613480E1,-1.419034103E1,1.302007462E1,2.861631325E1
6.211588958E0,1.803539520E1,-1.591280914E1,1.091245743E1,2.641163952E1
6.221635958E0,1.328846649E1,-1.733155884E1,8.712931366E0,2.351343119E1
6.231682958E0,7.898325348E0,-1.841246109E1,6.387517090E0,2.102861482E1
6.241728958E0,1.798659668E0,-1.873399246E1,3.562890930E0,1.915442095E1
6.251775958E0,-4.940625916E0,-1.853206238E1,-9.430389404E-3,1.917934330E1
6.261822958E0,-1.222313187E1,-1.720896378E1,-2.803070984E0,2.129344016E1
6.271869958E0,-1.813957855E1,-1.535581741E1,-4.053570557E0,2.410968421E1
6.281916958E0,-2.206127335E1,-1.543949341E1,-4.818779297E0,2.735504290E1
6.291963958E0,-2.478545837E1,-1.553843765E1,-5.309608612E0,2.973136282E1
6.302010958E0,-2.693753311E1,-1.556642944E1,-4.669988708E0,3.146034345E1
6.312057958E0,-2.590887222E1,-1.529354691E1,-2.642305298E0,3.020172204E1
6.322104958E0,-2.229344055E1,-1.547287399E1,-2.954855347E-1,2.713843461E1
6.332150958E0,-1.870016281E1,-1.570234680E1,1.751507721E0,2.448116753E1
